brand,country,month,gamma_fit
HZCGL,Arrakis,8.0,"(0.5716219672166991, -2.804453114484053e-30, 0.05703333853000293)"
HZCGL,Arrakis,10.0,"(0.4075011786717027, -5.090019197825272e-26, 0.1252058895156632)"
HZCGL,Arrakis,11.0,"(0.5817458578268593, -1.2006387177338446e-29, 0.08306309422822722)"
HZCGL,Arrakis,12.0,"(0.7872750610671795, -1.2703450213644846e-30, 0.04433068200536322)"
HZCGL,Asgard,1.0,"(0.8384762149786706, -1.0769703590143438e-26, 0.050676897004946014)"
HZCGL,Asgard,2.0,"(0.8956240631034819, -6.411407908556927e-27, 0.06186293738117121)"
HZCGL,Asgard,3.0,"(1.3038266556857288, -0.0008557205940620085, 0.035518872283043)"
HZCGL,Asgard,4.0,"(0.8431649911636359, -6.731983006122059e-31, 0.0452906243474617)"
HZCGL,Asgard,5.0,"(0.991902694125848, -1.1310331580362548e-27, 0.05319416877628806)"
HZCGL,Asgard,6.0,"(0.2783869805304746, -1.6605613203074483e-29, 1.3329075684604326)"
HZCGL,Asgard,7.0,"(0.48476088603927103, -2.4479853363090703e-27, 0.1163523388099415)"
HZCGL,Asgard,8.0,"(0.8403628827323918, -5.780851364765324e-30, 0.04581103474062831)"
HZCGL,Asgard,9.0,"(0.6851299653313159, -1.0963909886766724e-26, 0.057241037321705907)"
HZCGL,Asgard,10.0,"(0.9034080624822353, -7.538089241023941e-30, 0.04867031747390002)"
HZCGL,Asgard,11.0,"(0.7902388228689754, -3.5132998087806304e-29, 0.07240043599415526)"
HZCGL,Asgard,12.0,"(0.3606844074651866, -2.9435626360838024e-31, 0.4251288818728899)"
HZCGL,Atlantis,1.0,"(4.054982266314909, -0.01370476451528952, 0.014849959265540643)"
HZCGL,Atlantis,2.0,"(1.9639499099002444, 0.0032196223097771762, 0.0238197096017428)"
HZCGL,Atlantis,3.0,"(6.4036662950662135, -0.0191775647791795, 0.010343513949826542)"
HZCGL,Atlantis,4.0,"(1.4622140530433057, -0.0008201093825361931, 0.03593538530613552)"
HZCGL,Atlantis,5.0,"(2.48661792027299, 0.005819018454995138, 0.01959546454400902)"
HZCGL,Atlantis,6.0,"(51.31438158496018, -0.11211829596011191, 0.0031716489889895135)"
HZCGL,Atlantis,7.0,"(5.131488165111826, -0.009674950149844522, 0.010546525718186173)"
HZCGL,Atlantis,8.0,"(2.910623817963978, 0.004101664526617041, 0.014066829620953581)"
HZCGL,Atlantis,9.0,"(3.2973645207129008, -4.619383251639134e-05, 0.014319286538090874)"
HZCGL,Atlantis,10.0,"(44.993359630931764, -0.08193894350296928, 0.002831384214029295)"
HZCGL,Atlantis,11.0,"(1.7572331180334957, -0.00029589410128090315, 0.02727242887849516)"
HZCGL,Atlantis,12.0,"(4.767774119029224, -0.013091881863913597, 0.01523052659794683)"
HZCGL,Beleria,1.0,"(0.0857730169455665, -1.4268589367682753e-31, 0.13232983378827384)"
HZCGL,Beleria,3.0,"(0.27112562248756333, -1.895893486988129e-30, 0.14200382544136655)"
HZCGL,Beleria,5.0,"(0.10184455627328498, -6.308718532910299e-30, 0.19707428963692897)"
HZCGL,Beleria,6.0,"(0.2613286320555549, -1.4303972715836237e-29, 0.15379535469823022)"
HZCGL,Beleria,8.0,"(0.8637813421057123, -1.267642436610233e-30, 0.19498862719191457)"
HZCGL,Beleria,9.0,"(0.6762229480769455, -2.587082766598037e-32, 0.2579350675740022)"
HZCGL,Beleria,10.0,"(0.11810310012098223, -2.8868215420281036e-30, 0.07803012492002971)"
HZCGL,Beleria,11.0,"(0.5170761796565768, -2.2281978440455013e-30, 0.13108691637161551)"
HZCGL,Beleria,12.0,"(0.17446358884007662, -7.118211888970972e-30, 0.08780159253714181)"
HZCGL,Coruscant,1.0,"(0.4595898327282456, -7.372734237930847e-26, 0.05541424858982695)"
HZCGL,Coruscant,2.0,"(0.5694855182772757, -2.924459253724397e-29, 0.05192924322702883)"
HZCGL,Coruscant,3.0,"(0.6488340400065039, -2.670173640354e-30, 0.05204037296494336)"
HZCGL,Coruscant,4.0,"(0.409712713821357, -7.55440338770676e-30, 0.04087510201279577)"
HZCGL,Coruscant,5.0,"(0.773690611566612, -8.938290335041437e-30, 0.040761600021678)"
HZCGL,Coruscant,6.0,"(0.7998502977713391, -8.875064677764476e-24, 0.0634277799175953)"
HZCGL,Coruscant,7.0,"(0.8203510924140276, -1.2483201916250575e-27, 0.05215686914373825)"
HZCGL,Coruscant,8.0,"(0.711591872274695, -7.45698097208635e-26, 0.053846751576845556)"
HZCGL,Coruscant,9.0,"(0.5076691137492444, -3.186473052591791e-29, 0.07023401143691017)"
HZCGL,Coruscant,10.0,"(0.6498501862999027, -1.0206998685271631e-25, 0.050502760802571184)"
HZCGL,Coruscant,11.0,"(0.8042765213047705, -2.8963898866631097e-31, 0.049448987916433415)"
HZCGL,Coruscant,12.0,"(0.8233412520676362, -9.026635794951979e-30, 0.04110204948788228)"
HZCGL,Dorne,1.0,"(0.2537493014553852, -9.374366797858776e-30, 0.06010179117431548)"
HZCGL,Dorne,2.0,"(0.7413164807455377, -2.6391826687094364e-29, 0.024543425938478865)"
HZCGL,Dorne,3.0,"(0.28333359034154526, -7.90784737312737e-29, 0.048860508693214004)"
HZCGL,Dorne,4.0,"(0.2659017150388453, -7.432775720082554e-30, 0.12275297303439336)"
HZCGL,Dorne,5.0,"(0.3445890689466685, -1.9006536268530209e-28, 0.05337117613819049)"
HZCGL,Dorne,6.0,"(0.6586897220476748, -5.499640026013527e-30, 0.09296671321132631)"
HZCGL,Dorne,7.0,"(0.21507026833889187, -4.2243897071668134e-31, 0.07623373300338568)"
HZCGL,Dorne,8.0,"(0.36025922509286784, -1.6148937825405354e-29, 0.060656123685420144)"
HZCGL,Dorne,9.0,"(0.4489117998155241, -5.570092345484247e-30, 0.0680500245061873)"
HZCGL,Dorne,10.0,"(0.1634519499293548, -1.4261304558642149e-24, 0.06659213518770465)"
HZCGL,Dorne,11.0,"(0.8631331552684478, -9.887792517362386e-31, 0.036630784081373366)"
HZCGL,Dorne,12.0,"(0.21992533656958507, -1.4082357684515899e-30, 0.07743681194662469)"
HZCGL,Eriador,1.0,"(0.2017297169277263, -8.276201359336318e-30, 0.33006025440649667)"
HZCGL,Eriador,2.0,"(0.5607604375955377, -5.452477824544442e-28, 0.042534751877206504)"
HZCGL,Eriador,3.0,"(0.6570655892359376, -4.024376680518509e-30, 0.054475377504775796)"
HZCGL,Eriador,4.0,"(0.4417521119888548, -2.6185252128971906e-29, 0.10053393462465744)"
HZCGL,Eriador,5.0,"(0.5901793267632947, -2.2665404441585836e-30, 0.03358538023048947)"
HZCGL,Eriador,6.0,"(0.47925106063005035, -4.497494324061391e-29, 0.043306188685046335)"
HZCGL,Eriador,7.0,"(0.2307950229670374, -1.7642274709686524e-31, 0.14327165247935103)"
HZCGL,Eriador,8.0,"(0.5576397745199964, -5.453554767471794e-29, 0.04483033550813326)"
HZCGL,Eriador,9.0,"(0.5136089543643938, -2.324030867957268e-31, 0.08472316585026253)"
HZCGL,Eriador,10.0,"(0.6363662026026152, -2.721482621553479e-31, 0.14760357883497127)"
HZCGL,Eriador,11.0,"(0.5432799303523619, -3.0708894711682233e-30, 0.06533859000690781)"
HZCGL,Eriador,12.0,"(0.1687099574407195, -6.860941033169305e-25, 0.1714143086597878)"
HZCGL,Essos,1.0,"(0.4080819374512233, -7.111838409226364e-30, 0.04550826169809874)"
HZCGL,Essos,2.0,"(0.16805744783426307, -2.3331998083424562e-29, 0.059889295810269624)"
HZCGL,Essos,3.0,"(0.6017846089925911, -8.807188342500034e-32, 0.0557836771656403)"
HZCGL,Essos,4.0,"(0.2755194204822513, -1.9418154321710406e-30, 0.09996454159908555)"
HZCGL,Essos,5.0,"(0.4012901639009476, -7.614252596289428e-29, 0.03646782280371653)"
HZCGL,Essos,6.0,"(0.26037590649579434, -4.3699066790666726e-30, 0.07028697090188382)"
HZCGL,Essos,7.0,"(0.438026372767101, -8.072284546708566e-29, 0.045610270558892885)"
HZCGL,Essos,8.0,"(0.2328633636516812, -7.669632484476133e-31, 0.054079443430833506)"
HZCGL,Essos,9.0,"(0.2134333931393293, -7.234605435100956e-29, 0.06796804604742412)"
HZCGL,Essos,10.0,"(0.35973931542978177, -3.969803782438698e-30, 0.07355369615082924)"
HZCGL,Essos,11.0,"(0.14108505284305983, -2.3534409453322256e-29, 0.07573054974325055)"
HZCGL,Essos,12.0,"(0.39448134755176, -8.574536198278003e-29, 0.04693620946604571)"
HZCGL,Fangorn,1.0,"(0.23249297954866743, -9.193459881138925e-29, 0.042791606934385565)"
HZCGL,Fangorn,3.0,"(0.3375059839133083, -9.5714757286294e-30, 0.04159965319856797)"
HZCGL,Fangorn,5.0,"(0.4048556323352961, -3.219223798963052e-29, 0.058021355901702834)"
HZCGL,Fangorn,9.0,"(0.45762007138143435, -1.813312990370494e-30, 0.12932692231176446)"
HZCGL,Fangorn,11.0,"(0.8386659030765051, -5.59901563721622e-31, 0.05366691297273331)"
HZCGL,Fangorn,12.0,"(0.3368955857975701, -3.2271596125784135e-32, 0.08639947810129854)"
HZCGL,Ferelden,1.0,"(0.2538744029627973, -2.8125062783400006e-30, 0.12700409481177435)"
HZCGL,Ferelden,2.0,"(0.557924694064712, -1.019547933499572e-29, 0.04713223563868963)"
HZCGL,Ferelden,3.0,"(0.13726168778472786, -2.7977355717987096e-29, 0.07792539039880297)"
HZCGL,Ferelden,4.0,"(0.8015222617855642, -1.7758948172603004e-30, 0.15327110531849153)"
HZCGL,Ferelden,5.0,"(0.25825379946923266, -2.973728025734168e-29, 0.055583977582040964)"
HZCGL,Ferelden,6.0,"(0.3432953719288382, -3.684019237319661e-28, 0.07906391189758763)"
HZCGL,Ferelden,7.0,"(0.0564405301418273, -2.86706151612399e-29, 0.04865584833532401)"
HZCGL,Ferelden,8.0,"(0.3421376233311366, -1.2781880775363738e-30, 0.08951736069941357)"
HZCGL,Ferelden,9.0,"(0.6281522161990712, -8.642289674304921e-31, 0.09401438891177205)"
HZCGL,Ferelden,10.0,"(0.24957255353245383, -8.670567748568928e-30, 0.09677910217221411)"
HZCGL,Ferelden,11.0,"(0.1454897832594912, -4.865260162555079e-30, 0.09251116211128713)"
HZCGL,Ferelden,12.0,"(0.6667045382093695, -1.040447533529566e-30, 0.18755201206959554)"
HZCGL,Gallifrey,1.0,"(2.490596559089564, -0.006608774578081511, 0.02147431509379815)"
HZCGL,Gallifrey,2.0,"(0.7886601362007482, -6.773703969447242e-29, 0.05339401629926742)"
HZCGL,Gallifrey,3.0,"(0.8744118013574123, -4.844488018986516e-25, 0.04947973047569523)"
HZCGL,Gallifrey,4.0,"(0.6510224896751364, -6.085572747162974e-30, 0.08536292872402529)"
HZCGL,Gallifrey,5.0,"(1.2929237824419366, -0.0011542298560900386, 0.039564041809340984)"
HZCGL,Gallifrey,6.0,"(1.3876634728827164, -0.001147959218444436, 0.036858988710714524)"
HZCGL,Gallifrey,7.0,"(0.5785715259422368, -8.507208404469259e-29, 0.08749487767139147)"
HZCGL,Gallifrey,8.0,"(1.380854166743919, -0.0015770997248103174, 0.03522158102933959)"
HZCGL,Gallifrey,9.0,"(0.5065782816391542, -9.647605696656987e-31, 0.10150365651188223)"
HZCGL,Gallifrey,10.0,"(0.777990750262226, -5.723530951581278e-28, 0.06409332462026447)"
HZCGL,Gallifrey,11.0,"(0.5824172122705151, -1.4023185231251751e-27, 0.048256524814101906)"
HZCGL,Gallifrey,12.0,"(0.45940566704313623, -2.3092352414695603e-31, 0.8625133850204887)"
HZCGL,Gondor,1.0,"(0.5906493719299342, -1.825188145711534e-30, 0.08743576691020122)"
HZCGL,Gondor,2.0,"(0.4557820518015267, -1.2492839035676336e-30, 0.0791308052160638)"
HZCGL,Gondor,3.0,"(0.570290360873039, -2.5592087830360907e-30, 0.07598840490820731)"
HZCGL,Gondor,4.0,"(0.5930550332916322, -2.6336392871035396e-30, 0.0720597031258827)"
HZCGL,Gondor,5.0,"(0.5759047796507215, -1.012097486646706e-28, 0.05519049474843779)"
HZCGL,Gondor,6.0,"(0.774997875170149, -2.342145889602565e-28, 0.04158566151825674)"
HZCGL,Gondor,7.0,"(0.6246971447509841, 0.00013334099187055555, 0.06536820995623813)"
HZCGL,Gondor,8.0,"(0.8558832306876516, -1.8743632660034224e-30, 0.047529756579858584)"
HZCGL,Gondor,9.0,"(0.672215414573339, -4.898730280688931e-30, 0.07683792522371735)"
HZCGL,Gondor,10.0,"(0.8396957401304088, -2.7836198826093937e-30, 0.038737365396393664)"
HZCGL,Gondor,11.0,"(0.5490753190702886, -1.1327474149461747e-28, 0.0693376557777853)"
HZCGL,Gondor,12.0,"(0.601010007650286, -6.766527096972929e-29, 0.08534124127471504)"
HZCGL,Hogwarts,1.0,"(3.0741581841617194, -0.0015991986760575528, 0.015306214161908221)"
HZCGL,Hogwarts,2.0,"(3.7452568519740352, -0.005477364181123076, 0.014812748207449482)"
HZCGL,Hogwarts,3.0,"(4.190149563818064, -0.0056251068459491835, 0.012190407589040515)"
HZCGL,Hogwarts,4.0,"(2.3227387253267917, -0.000569689247160046, 0.02124645816448143)"
HZCGL,Hogwarts,5.0,"(3.784469139655958, 0.008095191332396175, 0.011768196597580861)"
HZCGL,Hogwarts,6.0,"(2.9393507310141116, 0.005721873874919911, 0.014449080386646771)"
HZCGL,Hogwarts,7.0,"(2.8640532765482103, 0.005463750403798526, 0.014257204680676004)"
HZCGL,Hogwarts,8.0,"(0.35472110544605995, 0.006638386876565637, 0.6783202848658763)"
HZCGL,Hogwarts,9.0,"(11.33677665864047, -0.03084167158890601, 0.006881274486292627)"
HZCGL,Hogwarts,10.0,"(3.3819334363793683, -0.0015215204123194548, 0.01389028230956886)"
HZCGL,Hogwarts,11.0,"(2.1745351510701525, -0.0031312935971940913, 0.024205575183332412)"
HZCGL,Hogwarts,12.0,"(4.419245306334389, -0.010976994394854181, 0.013090901434818673)"
HZCGL,Narnia,1.0,"(0.6261874182014746, 0.0004690198671462039, 0.07629345169049982)"
HZCGL,Narnia,2.0,"(5.083984209624267, -0.011672913896441848, 0.012130810943359473)"
HZCGL,Narnia,3.0,"(5.007028973882684, -0.010438280483394215, 0.011373989892253574)"
HZCGL,Narnia,4.0,"(5.397607707880857, -0.006952957147169137, 0.010551534881535818)"
HZCGL,Narnia,5.0,"(1.8744125871842763, -0.002430368722351588, 0.02830943288343197)"
HZCGL,Narnia,6.0,"(0.9149212921436767, 0.00164519920739744, 0.05035375532167355)"
HZCGL,Narnia,7.0,"(0.275132596279444, 0.0008191576690968757, 1.1348209508749978)"
HZCGL,Narnia,8.0,"(4.494801897850548, -0.008416916442265727, 0.012220471604825003)"
HZCGL,Narnia,9.0,"(4.048239157867904, 0.001041478960065389, 0.011232096285709389)"
HZCGL,Narnia,10.0,"(2.0160602818432514, 0.0048784164274341905, 0.020126158697346824)"
HZCGL,Narnia,11.0,"(0.33986294537318373, 0.00020100894861028976, 0.9749859505714991)"
HZCGL,Narnia,12.0,"(3.796266164838867, -0.006301033940899232, 0.01582203408031116)"
HZCGL,Panem,1.0,"(2.6592957576528073, 0.00642960449268023, 0.015488818074628641)"
HZCGL,Panem,2.0,"(3.4834874490620784, -0.002059687449035221, 0.014944739662176035)"
HZCGL,Panem,3.0,"(0.29523095052908876, -3.0034670057687023e-27, 1.100416259648561)"
HZCGL,Panem,4.0,"(0.6891296104836964, 0.004092237938676853, 0.06752750403602026)"
HZCGL,Panem,5.0,"(1.4798691434204283, 0.012320082250383207, 0.027240058920389422)"
HZCGL,Panem,6.0,"(0.30733750633360885, 0.00841561972392414, 1.040754736337974)"
HZCGL,Panem,7.0,"(5.767161251529274, -0.014255017404010174, 0.01012155896420797)"
HZCGL,Panem,8.0,"(8.809022989899564, -0.01995744069515979, 0.007425567379221346)"
HZCGL,Panem,9.0,"(4.961984383409577, 0.0026650561071458754, 0.008969150479646797)"
HZCGL,Panem,10.0,"(4.231168308321886, -0.0002079929155255621, 0.01079193421445511)"
HZCGL,Panem,11.0,"(9.5216946652119, -0.023781400759193192, 0.007498713689826093)"
HZCGL,Panem,12.0,"(11.37295744794329, -0.06540802996183484, 0.010704872736275428)"
HZCGL,Prydain,1.0,"(0.08437372423105659, -2.075843641651589e-30, 0.028434245536371913)"
HZCGL,Prydain,2.0,"(0.7210709212016897, -7.713870838064117e-32, 0.2540654920417723)"
HZCGL,Prydain,3.0,"(0.820936144562139, -3.484053413623332e-30, 0.16594058818837115)"
HZCGL,Prydain,4.0,"(0.1064595814602537, -2.986167714512168e-29, 0.161919691881042)"
HZCGL,Prydain,5.0,"(0.3685131033756207, -1.0472738529864863e-29, 0.14763997191734152)"
HZCGL,Prydain,6.0,"(0.6686148203589495, -9.326324049100224e-32, 0.12529704504806782)"
HZCGL,Prydain,7.0,"(0.5683061338508829, -3.1354899059368526e-30, 0.2440645256374733)"
HZCGL,Prydain,8.0,"(0.8892414198968963, -2.84172414640994e-32, 0.15678095209491755)"
HZCGL,Prydain,9.0,"(0.22896526820697796, -5.201369061718743e-31, 0.12962396677368687)"
HZCGL,Prydain,10.0,"(0.7674682580620493, -4.671866097363631e-31, 0.22532607830376417)"
HZCGL,Prydain,11.0,"(0.6385159964622191, -1.1451274988934758e-30, 0.24663275111402683)"
HZCGL,Prydain,12.0,"(0.8197297492281865, -1.332489794723489e-29, 0.18368598512622275)"
HZCGL,Qarth,1.0,"(0.47564972423265717, -3.890350992550493e-30, 0.06931044594514048)"
HZCGL,Qarth,2.0,"(0.6835670440570069, -2.5544435754809055e-29, 0.07224672157432198)"
HZCGL,Qarth,3.0,"(0.6277436523501503, -2.3401676399299692e-32, 0.05774854222446736)"
HZCGL,Qarth,4.0,"(0.5989205343894954, -1.0260538556768506e-28, 0.04812999892749788)"
HZCGL,Qarth,5.0,"(0.762456435502975, -8.14947805037926e-30, 0.05143176037255999)"
HZCGL,Qarth,6.0,"(0.7483674144206082, -5.690176742939524e-29, 0.05745635207824634)"
HZCGL,Qarth,7.0,"(0.7980910374103249, 0.0008741129461791733, 0.050180127618049214)"
HZCGL,Qarth,8.0,"(0.7291663135359399, -1.1002632072200754e-29, 0.05157042010857538)"
HZCGL,Qarth,9.0,"(0.6885782319976694, -7.883140551957094e-32, 0.06175962371415654)"
HZCGL,Qarth,10.0,"(0.7242042047057856, -1.1861745530429825e-30, 0.052041427564955334)"
HZCGL,Qarth,11.0,"(0.7410040311453598, -7.884443585571787e-29, 0.0595245465735294)"
HZCGL,Qarth,12.0,"(0.7823099530434818, -4.307364431530255e-28, 0.051872807709894345)"
HZCGL,Sokovia,1.0,"(0.8533911172873674, -1.2711685405690828e-25, 0.04259284598905423)"
HZCGL,Sokovia,2.0,"(0.4859319673251422, -9.778164125749882e-22, 0.060138920889229175)"
HZCGL,Sokovia,3.0,"(0.7737563151685665, -7.956534244041672e-28, 0.06043172840547047)"
HZCGL,Sokovia,4.0,"(0.7830347177592346, -1.8527342610055257e-28, 0.0523608886296731)"
HZCGL,Sokovia,5.0,"(5.488557921526624, -0.03181663869550162, 0.01490675963692318)"
HZCGL,Sokovia,6.0,"(0.40352302338467183, -2.8644200761811426e-15, 0.05515734785988742)"
HZCGL,Sokovia,7.0,"(0.36816996456727075, -2.43797413399986e-23, 0.08764334076677516)"
HZCGL,Sokovia,8.0,"(0.46560886463212037, -4.107562423536272e-10, 0.04141133866884665)"
HZCGL,Sokovia,9.0,"(0.43106090988806, -2.600286776616595e-29, 0.035611123978774833)"
HZCGL,Sokovia,10.0,"(11.453978358504656, -0.05813443952646338, 0.009044024253583399)"
HZCGL,Sokovia,11.0,"(0.4476425244878902, -1.8973084243847306e-21, 0.04479117510202846)"
HZCGL,Themyscira,1.0,"(0.6603790527298634, -2.558600888248396e-29, 0.05402031123442776)"
HZCGL,Themyscira,2.0,"(0.3302573666149226, -4.591213112232977e-29, 0.060491886120738296)"
HZCGL,Themyscira,3.0,"(0.30192081729584686, -3.959823815395168e-30, 0.05999788396878432)"
HZCGL,Themyscira,4.0,"(0.7641962470703493, -1.2464364413577863e-30, 0.0489618141943995)"
HZCGL,Themyscira,5.0,"(0.3983991254732493, -5.9181338662053306e-30, 0.08750203285168853)"
HZCGL,Themyscira,6.0,"(0.6194560099278841, -1.2606850743933266e-29, 0.06079146544836905)"
HZCGL,Themyscira,7.0,"(0.533994601867561, -2.546341986857204e-28, 0.07112087353235355)"
HZCGL,Themyscira,8.0,"(0.5061951822082028, -1.867432238981815e-31, 0.08117597140339758)"
HZCGL,Themyscira,9.0,"(0.5249803365962271, -6.2328474149873096e-30, 0.06457454182947348)"
HZCGL,Themyscira,10.0,"(0.3905082979738257, -1.231602006482683e-30, 0.06861822098412987)"
HZCGL,Themyscira,11.0,"(0.5805450338821774, -1.7507860148355688e-30, 0.05826976254518475)"
HZCGL,Themyscira,12.0,"(0.7539973187932894, -3.048384878043291e-28, 0.04832677587366013)"
HZCGL,Yunkai,1.0,"(0.273030064875702, -6.399913304214241e-30, 0.1299092600280422)"
HZCGL,Yunkai,2.0,"(0.5124450599791894, -4.9575515257650005e-29, 0.042006056305693124)"
HZCGL,Yunkai,3.0,"(0.35248011711085697, -1.3412551717847778e-31, 0.09566348524354155)"
HZCGL,Yunkai,4.0,"(0.20767969599630304, -7.009629154430242e-30, 0.10794728664959076)"
HZCGL,Yunkai,5.0,"(0.5797159857939527, -9.2457943765698e-29, 0.06774360715350541)"
HZCGL,Yunkai,6.0,"(0.29632830352888895, -1.859764604478921e-29, 0.09332134971620845)"
HZCGL,Yunkai,7.0,"(0.33030736909368374, -9.819792817256404e-31, 0.09143740061870273)"
HZCGL,Yunkai,8.0,"(0.27905473714996365, -9.828172625553082e-30, 0.05286041167885042)"
HZCGL,Yunkai,9.0,"(0.3254333595744351, -1.48702357014501e-29, 0.03981317722190295)"
HZCGL,Yunkai,10.0,"(0.09760018526536446, -2.592651670979568e-31, 0.23434708565835285)"
HZCGL,Yunkai,11.0,"(0.2472676465722649, -3.549795963154518e-30, 0.13772951857433124)"
HZCGL,Yunkai,12.0,"(0.7865829033135132, -3.986829225068145e-30, 0.025322619980970885)"
HZCGL,Zamunda,1.0,"(0.4247404936067667, -6.838104690810321e-30, 0.03872101227334687)"
HZCGL,Zamunda,2.0,"(0.9472764772978323, -1.3161854427668466e-27, 0.05035130525411778)"
HZCGL,Zamunda,3.0,"(0.7799451534873334, 0.0022212394235984765, 0.055929662609027195)"
HZCGL,Zamunda,4.0,"(6.702354576735208, -0.03559599083763859, 0.012771038806119437)"
HZCGL,Zamunda,5.0,"(0.6362928659906164, -2.360685759575369e-25, 0.05665735049034244)"
HZCGL,Zamunda,6.0,"(2.2850503918516267, -0.005866890415640367, 0.02444884482689249)"
HZCGL,Zamunda,7.0,"(0.5213692117749467, -2.8771409432173022e-27, 0.04763741702385223)"
HZCGL,Zamunda,8.0,"(0.6639932416442043, -7.6361473844883585e-31, 0.039891408554578636)"
HZCGL,Zamunda,9.0,"(0.70107142919113, -1.5383772837061736e-23, 0.04995412118251614)"
HZCGL,Zamunda,10.0,"(1.5940104392880183, -0.002786241746865642, 0.03162181292762402)"
HZCGL,Zamunda,11.0,"(0.9408726287148366, -1.3168520056155157e-27, 0.041450415704526435)"
HZCGL,Zamunda,12.0,"(0.6610468472507236, -1.8209304794720328e-28, 0.057252042893031437)"
IBFOZ,Arrakis,1.0,"(0.6713276892978877, -1.3335192602709367e-28, 0.0803572255820282)"
IBFOZ,Arrakis,2.0,"(0.16056580245903068, -1.861386007414814e-30, 0.10679345978219139)"
IBFOZ,Arrakis,5.0,"(0.33609111279988646, -5.8681059326292585e-30, 0.07505908255973756)"
IBFOZ,Arrakis,7.0,"(0.2660715185893081, -3.642515389900913e-30, 0.0416484981181068)"
IBFOZ,Arrakis,8.0,"(0.6085260627809064, -3.7718794520408364e-29, 0.09207464232433796)"
IBFOZ,Arrakis,9.0,"(0.7522924143942822, -3.6131172569537735e-31, 0.1303675126169226)"
IBFOZ,Arrakis,10.0,"(0.3803650651967546, -1.4252710467551177e-31, 0.09848911228225159)"
IBFOZ,Arrakis,11.0,"(0.5250871853505977, -1.0366376796772283e-30, 0.07996542207840591)"
IBFOZ,Arrakis,12.0,"(0.4537921823820673, -1.628308447423469e-31, 0.0847863270828923)"
IBFOZ,Braavos,1.0,"(0.4869657752121287, -7.394699846814518e-30, 0.04227595251861419)"
IBFOZ,Braavos,2.0,"(0.0962969140275847, -8.442641821361836e-29, 0.04526588486089271)"
IBFOZ,Braavos,3.0,"(0.28461052339486664, -5.494343354472893e-31, 0.046647559895714764)"
IBFOZ,Braavos,4.0,"(0.5347968745889726, -5.561220229643785e-30, 0.05778583113460119)"
IBFOZ,Braavos,5.0,"(0.22223623780235507, -1.0933809301960272e-30, 0.05822172153775612)"
IBFOZ,Braavos,7.0,"(71.07100152800943, -0.296772701145779, 0.004873149239406106)"
IBFOZ,Braavos,8.0,"(0.6957878014405041, -1.524489156340568e-28, 0.03952295681462424)"
IBFOZ,Braavos,9.0,"(0.5663181289711141, -4.781987240541762e-28, 0.034386755443370914)"
IBFOZ,Braavos,10.0,"(0.3641763712527287, -1.46174880720862e-29, 0.06443909564917313)"
IBFOZ,Braavos,11.0,"(0.2912538357411589, -2.6904637535233713e-30, 0.04993034384795394)"
IBFOZ,Braavos,12.0,"(0.5921275292824517, -1.7816245804288596e-26, 0.05104276127882945)"
IBFOZ,Westeros,12.0,"(0.1528512845686673, -9.676029491403531e-30, 0.06371452909256753)"
ICEII,Arrakis,1.0,"(0.39997214239419443, -1.8736238852436222e-30, 0.05991383186642607)"
ICEII,Arrakis,2.0,"(0.6134490666769281, -6.085273440127766e-28, 0.0384247172869991)"
ICEII,Arrakis,3.0,"(0.21033480294437906, -2.6174559457357956e-24, 0.03472452504657808)"
ICEII,Arrakis,4.0,"(0.4423429243248599, -2.3809820412413196e-31, 0.027714937248424033)"
ICEII,Arrakis,5.0,"(0.8108186281303282, -3.47095818799724e-30, 0.029646428826395607)"
ICEII,Arrakis,6.0,"(0.3742934251536855, -3.958491541664559e-30, 0.031302820393337115)"
ICEII,Arrakis,7.0,"(0.5669395395378705, -9.034002368216142e-29, 0.027642430985983762)"
ICEII,Arrakis,8.0,"(0.803961841882112, -9.385791998457303e-28, 0.024861137902022445)"
ICEII,Arrakis,9.0,"(0.7665230353006609, -3.528237468482529e-26, 0.039975771673740515)"
ICEII,Arrakis,10.0,"(0.6806910864349816, -4.705079858409427e-27, 0.029992709301632517)"
ICEII,Arrakis,11.0,"(0.690346882135694, -2.1072111260853787e-26, 0.0474840690801242)"
ICEII,Arrakis,12.0,"(0.3387837081691869, -1.1385016824306565e-30, 0.05141541473764895)"
ICEII,Braavos,7.0,"(0.15770055016168888, -1.3455028324630627e-31, 0.049694716637248254)"
ICEII,Braavos,8.0,"(0.25692160388517915, -1.287061212890257e-28, 0.0491860718857708)"
ICEII,Braavos,10.0,"(0.8532643675941419, -3.0185051509925248e-30, 0.031735486763765204)"
ICEII,Hogwarts,4.0,"(0.907755220224312, 0.011363638424885535, 0.03902249322071384)"
ICEII,Hogwarts,5.0,"(218.05742226673215, -0.39320254553345024, 0.0020439691571874554)"
ICEII,Hogwarts,6.0,"(5.128437859257656, -0.02375627469009893, 0.013495499606209226)"
ICEII,Hogwarts,7.0,"(0.6529875737899304, 0.012048195088157024, 0.048467762823941746)"
ICEII,Hogwarts,8.0,"(0.6666842648835254, -2.287280328035892e-27, 0.05534836954770911)"
ICEII,Hogwarts,9.0,"(1.8749536711334767, -0.004638887994225748, 0.026717007847571483)"
ICEII,Hogwarts,12.0,"(51.689578915646734, -0.12621397611731872, 0.003282910000155419)"
ICPTW,Aldovia,1.0,"(0.6391241805986898, -8.816804605408386e-32, 0.07433168601825152)"
