brand,country,month,norm_fit
BBIDC,Qarth,1.0,"(0.047619047619047616, 0.04599317877186472)"
BBIDC,Qarth,2.0,"(0.05, 0.04267961458828984)"
BBIDC,Qarth,3.0,"(0.046875, 0.04271542787455187)"
BBIDC,Qarth,4.0,"(0.05063291139240506, 0.050582011348223044)"
BBIDC,Qarth,5.0,"(0.05333333333333334, 0.04700227701958679)"
BBIDC,Qarth,6.0,"(0.04945054945054945, 0.04835135854095691)"
BBIDC,Qarth,7.0,"(0.04522613065326633, 0.039501047725064145)"
BBIDC,Qarth,8.0,"(0.04838709677419355, 0.04968785680613916)"
BBIDC,Qarth,9.0,"(0.046632124352331605, 0.045812290246019856)"
BBIDC,Qarth,10.0,"(0.04522613065326633, 0.0428208484844425)"
BBIDC,Qarth,11.0,"(0.0481283422459893, 0.044021599213367214)"
BBIDC,Qarth,12.0,"(0.05389221556886228, 0.049778116159835344)"
BBIDC,Themyscira,1.0,"(0.04864864864864865, 0.05702970226028706)"
BBIDC,Themyscira,2.0,"(0.05027932960893855, 0.056190764648758516)"
BBIDC,Themyscira,3.0,"(0.04736842105263157, 0.052702850613725954)"
BBIDC,Themyscira,4.0,"(0.05232558139534884, 0.06350024902845068)"
BBIDC,Themyscira,5.0,"(0.049723756906077346, 0.05543987453892047)"
BBIDC,Themyscira,6.0,"(0.04891304347826087, 0.05287486893305255)"
BBIDC,Themyscira,7.0,"(0.04477611940298507, 0.04789856611766056)"
BBIDC,Themyscira,8.0,"(0.04639175257731959, 0.0496396240245785)"
BBIDC,Themyscira,9.0,"(0.04639175257731959, 0.04977437703962165)"
BBIDC,Themyscira,10.0,"(0.046632124352331605, 0.04766850570498259)"
BBIDC,Themyscira,11.0,"(0.04712041884816754, 0.05125562081224138)"
BBIDC,Themyscira,12.0,"(0.05333333333333334, 0.060058305013041414)"
BBIDC,Vulcan,1.0,"(0.046875, 0.05922295298180469)"
BBIDC,Vulcan,2.0,"(0.05, 0.05836591890093801)"
BBIDC,Vulcan,3.0,"(0.04639175257731959, 0.049417059607252393)"
BBIDC,Vulcan,4.0,"(0.05228758169934641, 0.06310993159001323)"
BBIDC,Vulcan,5.0,"(0.05217391304347827, 0.06044783188226623)"
BBIDC,Vulcan,6.0,"(0.0472972972972973, 0.05873100243540889)"
BBIDC,Vulcan,7.0,"(0.0445859872611465, 0.05797236048881688)"
BBIDC,Vulcan,8.0,"(0.045714285714285714, 0.06061931132789803)"
BBIDC,Vulcan,9.0,"(0.046632124352331605, 0.05303216101321775)"
BBIDC,Vulcan,10.0,"(0.045, 0.04819363679539046)"
BBIDC,Vulcan,11.0,"(0.04678362573099415, 0.055387370028077205)"
BBIDC,Vulcan,12.0,"(0.05194805194805195, 0.05742545259054855)"
BBIDC,Wakanda,1.0,"(0.046511627906976744, 0.08178636223177334)"
BBIDC,Wakanda,2.0,"(0.052083333333333336, 0.08232708776066602)"
BBIDC,Wakanda,3.0,"(0.050505050505050504, 0.07252813813848574)"
BBIDC,Wakanda,4.0,"(0.05228758169934641, 0.07680335946377002)"
BBIDC,Wakanda,5.0,"(0.050314465408805034, 0.07354418838003576)"
BBIDC,Wakanda,6.0,"(0.05042016806722689, 0.07931869589912517)"
BBIDC,Wakanda,7.0,"(0.04827586206896552, 0.07529042466913166)"
BBIDC,Wakanda,8.0,"(0.04794520547945205, 0.07053511332330216)"
BBIDC,Wakanda,9.0,"(0.04716981132075472, 0.07959251218844592)"
BBIDC,Wakanda,10.0,"(0.046511627906976744, 0.06742952665189285)"
BBIDC,Wakanda,11.0,"(0.04950495049504951, 0.08467816739684814)"
BBIDC,Wakanda,12.0,"(0.058823529411764705, 0.11116064824899813)"
BBIDC,Westeros,1.0,"(0.05194805194805195, 0.0636952292806941)"
BBIDC,Westeros,2.0,"(0.05504587155963302, 0.06989386122130001)"
BBIDC,Westeros,3.0,"(0.0504201680672269, 0.061464062062489715)"
BBIDC,Westeros,4.0,"(0.055944055944055944, 0.07480147937917701)"
BBIDC,Westeros,5.0,"(0.05063291139240505, 0.06837728299158106)"
BBIDC,Westeros,6.0,"(0.054054054054054064, 0.07348567494100464)"
BBIDC,Westeros,7.0,"(0.04901960784313726, 0.07205459741277905)"
BBIDC,Westeros,8.0,"(0.09090909090909091, 0.10261903117915439)"
BBIDC,Westeros,10.0,"(0.04929577464788732, 0.06557321964042402)"
BBIDC,Westeros,11.0,"(0.05343511450381679, 0.07929659896405518)"
BBIDC,Westeros,12.0,"(0.05952380952380952, 0.0803796401259997)"
BBIDC,Yunkai,1.0,"(0.04678362573099415, 0.07164919017590943)"
BBIDC,Yunkai,2.0,"(0.049689440993788817, 0.06766429630336793)"
BBIDC,Yunkai,3.0,"(0.047619047619047616, 0.0674069718029075)"
BBIDC,Yunkai,4.0,"(0.05172413793103448, 0.08086271243017953)"
BBIDC,Yunkai,5.0,"(0.052941176470588235, 0.06835747677934326)"
BBIDC,Yunkai,6.0,"(0.047872340425531915, 0.06568536733597531)"
BBIDC,Yunkai,7.0,"(0.04455445544554455, 0.06630546697809722)"
BBIDC,Yunkai,8.0,"(0.04568527918781726, 0.06573123356445928)"
BBIDC,Yunkai,9.0,"(0.04639175257731959, 0.0661650884019383)"
BBIDC,Yunkai,10.0,"(0.045, 0.07378312411545636)"
BBIDC,Yunkai,11.0,"(0.04712041884816754, 0.06576325025831527)"
BBIDC,Yunkai,12.0,"(0.054878048780487805, 0.08862586929696784)"
BBIDC,Zamunda,1.0,"(0.04672897196261682, 0.07591661665865998)"
BBIDC,Zamunda,2.0,"(0.05333333333333334, 0.07354282460437916)"
BBIDC,Zamunda,3.0,"(0.04597701149425287, 0.07047459468573576)"
BBIDC,Zamunda,4.0,"(0.04901960784313726, 0.06931161922046289)"
BBIDC,Zamunda,5.0,"(0.04819277108433735, 0.06441402644069674)"
BBIDC,Zamunda,6.0,"(0.05172413793103448, 0.0835324157506613)"
BBIDC,Zamunda,7.0,"(0.045454545454545456, 0.08744419862265047)"
BBIDC,Zamunda,8.0,"(0.046153846153846156, 0.07907885019228594)"
BBIDC,Zamunda,9.0,"(0.045454545454545456, 0.06893847903991701)"
BBIDC,Zamunda,10.0,"(0.045454545454545456, 0.06268763334676498)"
BBIDC,Zamunda,11.0,"(0.047619047619047616, 0.06979563619213353)"
BBIDC,Zamunda,12.0,"(0.04761904761904763, 0.08236239380185684)"
BELQI,Aldovia,9.0,"(0.05263157894736842, 0.05910789780397551)"
BELQI,Arrakis,1.0,"(0.04819277108433735, 0.039644385943737606)"
BELQI,Arrakis,2.0,"(0.05, 0.04747056879630508)"
BELQI,Arrakis,3.0,"(0.043478260869565216, 0.050608526479479214)"
BELQI,Arrakis,4.0,"(0.04672897196261682, 0.051528480918982995)"
BELQI,Arrakis,5.0,"(0.04672897196261683, 0.04400696451522096)"
BELQI,Arrakis,6.0,"(0.04761904761904763, 0.05134655289014966)"
BELQI,Arrakis,7.0,"(0.04716981132075473, 0.05263278909892029)"
BELQI,Arrakis,8.0,"(0.04545454545454546, 0.03905333328717606)"
BELQI,Arrakis,9.0,"(0.049180327868852465, 0.043863132681423764)"
BELQI,Arrakis,10.0,"(0.04504504504504505, 0.03828500684207099)"
BELQI,Arrakis,11.0,"(0.05084745762711865, 0.053876758362864326)"
BELQI,Arrakis,12.0,"(0.05263157894736842, 0.05592023691660032)"
BELQI,Asgard,9.0,"(0.047619047619047616, 0.06139794048786901)"
BELQI,Atlantis,8.0,"(0.043478260869565216, 0.03964160437964839)"
BELQI,Eriador,8.0,"(0.043478260869565216, 0.09635902543551247)"
BELQI,Gallifrey,1.0,"(0.047619047619047616, 0.04190706919929237)"
BELQI,Gallifrey,2.0,"(0.05, 0.042443195240032254)"
BELQI,Gallifrey,3.0,"(0.0476190476190476, 0.04442457769132193)"
BELQI,Gallifrey,4.0,"(0.051282051282051294, 0.0561245745817334)"
BELQI,Gallifrey,5.0,"(0.05555555555555555, 0.0638959400647397)"
BELQI,Gallifrey,6.0,"(0.047619047619047616, 0.03601653790625105)"
BELQI,Gallifrey,7.0,"(0.044444444444444446, 0.03592411122455502)"
BELQI,Gallifrey,8.0,"(0.046511627906976744, 0.038804434266081884)"
BELQI,Gallifrey,9.0,"(0.045454545454545456, 0.04494093738410211)"
BELQI,Gallifrey,10.0,"(0.046511627906976744, 0.03443414409404669)"
BELQI,Gallifrey,11.0,"(0.047619047619047616, 0.0349680959348418)"
BELQI,Gallifrey,12.0,"(0.047619047619047616, 0.051173048652507734)"
BELQI,Gondor,1.0,"(0.04545454545454545, 0.057485544603908395)"
BELQI,Gondor,2.0,"(0.05000000000000001, 0.04230701914752681)"
BELQI,Gondor,3.0,"(0.047619047619047616, 0.05315063847299835)"
BELQI,Gondor,4.0,"(0.048780487804878044, 0.04163589616208141)"
BELQI,Gondor,5.0,"(0.046511627906976744, 0.05010406758612579)"
BELQI,Gondor,6.0,"(0.04761904761904761, 0.03534388786689931)"
BELQI,Gondor,7.0,"(0.04651162790697674, 0.04466864952703586)"
BELQI,Gondor,8.0,"(0.04444444444444445, 0.054251348805312564)"
BELQI,Gondor,9.0,"(0.047619047619047616, 0.05912211129005935)"
BELQI,Gondor,10.0,"(0.04705882352941178, 0.056253242333760486)"
BELQI,Gondor,11.0,"(0.047619047619047616, 0.053904646015011326)"
BELQI,Gondor,12.0,"(0.05970149253731343, 0.0728189070721546)"
BELQI,Themyscira,1.0,"(0.04838709677419354, 0.0744898851816564)"
BELQI,Themyscira,2.0,"(0.050632911392405076, 0.06582555079726038)"
BELQI,Themyscira,3.0,"(0.04761904761904763, 0.04998510003226557)"
BELQI,Themyscira,4.0,"(0.05, 0.046210552257301245)"
BELQI,Themyscira,5.0,"(0.05263157894736843, 0.06443708001926596)"
BELQI,Themyscira,6.0,"(0.04938271604938271, 0.06099324217715707)"
BELQI,Themyscira,7.0,"(0.04545454545454545, 0.05696030779615853)"
BELQI,Themyscira,8.0,"(0.04672897196261683, 0.06016906376570103)"
BELQI,Themyscira,9.0,"(0.047619047619047616, 0.05499971503963581)"
BELQI,Themyscira,10.0,"(0.04672897196261682, 0.058198753762634184)"
BELQI,Themyscira,11.0,"(0.04672897196261683, 0.05403096254343147)"
BELQI,Themyscira,12.0,"(0.057692307692307696, 0.07671878531209449)"
BELQI,Vulcan,8.0,"(0.043478260869565216, 0.041890262195111466)"
BELQI,Vulcan,9.0,"(0.047619047619047616, 0.06263574493367878)"
BELQI,Westeros,9.0,"(0.05263157894736842, 0.07063596645278959)"
BELQI,Zamunda,9.0,"(0.04761904761904763, 0.05008307459822603)"
BFFIN,Arrakis,1.0,"(0.045454545454545456, 0.05044002152107351)"
BFFIN,Arrakis,2.0,"(0.051282051282051294, 0.048025288074428324)"
BFFIN,Arrakis,3.0,"(0.05, 0.04731965529532538)"
BFFIN,Arrakis,4.0,"(0.05, 0.05099999487413069)"
BFFIN,Arrakis,5.0,"(0.051282051282051294, 0.047861843907223825)"
BFFIN,Arrakis,7.0,"(0.044444444444444446, 0.03588316151301553)"
BFFIN,Arrakis,8.0,"(0.047619047619047616, 0.03909076905443611)"
BFFIN,Arrakis,9.0,"(0.046511627906976744, 0.04217707813873946)"
BFFIN,Arrakis,10.0,"(0.043478260869565216, 0.03336635231713615)"
BFFIN,Arrakis,11.0,"(0.05263157894736842, 0.0450615185123788)"
BFFIN,Arrakis,12.0,"(0.046511627906976744, 0.04307752973315417)"
BJZQP,Eriador,1.0,"(0.046875, 0.07274726488959683)"
BJZQP,Eriador,3.0,"(0.047619047619047616, 0.066607606166125)"
BJZQP,Eriador,4.0,"(0.049999999999999996, 0.060777663978747)"
BJZQP,Eriador,5.0,"(0.047619047619047616, 0.0705281792129132)"
BJZQP,Eriador,6.0,"(0.04918032786885246, 0.06232083926066734)"
BJZQP,Eriador,7.0,"(0.04444444444444444, 0.05887589974922216)"
BJZQP,Eriador,8.0,"(0.04545454545454545, 0.06481836900897903)"
BJZQP,Eriador,9.0,"(0.047619047619047616, 0.07138584013982792)"
BJZQP,Eriador,10.0,"(0.04672897196261682, 0.07106525424264888)"
BJZQP,Eriador,11.0,"(0.05128205128205127, 0.0763984465200844)"
BJZQP,Hogwarts,1.0,"(0.04672897196261682, 0.022432585546728917)"
BJZQP,Hogwarts,2.0,"(0.04938271604938271, 0.014892516271685594)"
BJZQP,Hogwarts,3.0,"(0.04705882352941176, 0.023341210180175674)"
BJZQP,Hogwarts,4.0,"(0.048387096774193554, 0.016799210736295367)"
BJZQP,Hogwarts,5.0,"(0.05172413793103449, 0.020549635351812583)"
BJZQP,Hogwarts,6.0,"(0.04761904761904763, 0.02657331150687231)"
BJZQP,Hogwarts,7.0,"(0.04597701149425287, 0.02330013058918335)"
BJZQP,Hogwarts,8.0,"(0.047619047619047616, 0.019197694652420737)"
BJZQP,Hogwarts,9.0,"(0.04597701149425287, 0.01830509275723209)"
BJZQP,Hogwarts,10.0,"(0.0449438202247191, 0.014622912017878839)"
BJZQP,Hogwarts,11.0,"(0.05128205128205128, 0.016437047759337804)"
BJZQP,Hogwarts,12.0,"(0.04819277108433736, 0.02313659477861281)"
BNCPE,Aldovia,1.0,"(0.04705882352941176, 0.042923723718029064)"
BNCPE,Aldovia,2.0,"(0.05, 0.04267908182879444)"
BNCPE,Aldovia,3.0,"(0.047058823529411764, 0.05181731231869837)"
BNCPE,Aldovia,4.0,"(0.05128205128205128, 0.04908170104583882)"
BNCPE,Aldovia,5.0,"(0.04878048780487805, 0.05179924233062273)"
BNCPE,Aldovia,6.0,"(0.04878048780487805, 0.04689720043338953)"
BNCPE,Aldovia,7.0,"(0.044444444444444446, 0.03900541560484297)"
BNCPE,Aldovia,8.0,"(0.047058823529411764, 0.03943410849865628)"
BNCPE,Aldovia,9.0,"(0.05, 0.047641061869277905)"
BNCPE,Aldovia,10.0,"(0.04672897196261682, 0.046696800991232516)"
BNCPE,Aldovia,11.0,"(0.04807692307692308, 0.047616934533919054)"
BNCPE,Aldovia,12.0,"(0.056338028169014086, 0.05293273607191781)"
BNCPE,Arendelle,1.0,"(0.05, 0.06375296834180416)"
BNCPE,Arendelle,2.0,"(0.055555555555555566, 0.06437580525745476)"
BNCPE,Arendelle,3.0,"(0.04545454545454545, 0.04340875333335128)"
BNCPE,Arendelle,4.0,"(0.05128205128205128, 0.0687596784090546)"
BNCPE,Arendelle,6.0,"(0.04651162790697674, 0.06581614809165884)"
BNCPE,Arendelle,7.0,"(0.04545454545454544, 0.07107305260955511)"
BNCPE,Arendelle,8.0,"(0.046511627906976744, 0.07203484857352091)"
BNCPE,Arendelle,9.0,"(0.05, 0.06211327811958723)"
BNCPE,Arendelle,10.0,"(0.05263157894736843, 0.06687205385504603)"
BNCPE,Arendelle,11.0,"(0.046511627906976744, 0.063704122975967)"
BNCPE,Arendelle,12.0,"(0.05000000000000001, 0.06829557181687411)"
BNCPE,Arrakis,1.0,"(0.048387096774193554, 0.05019777174720385)"
BNCPE,Arrakis,2.0,"(0.05, 0.06270219035990308)"
BNCPE,Arrakis,3.0,"(0.04651162790697674, 0.046205066804074095)"
BNCPE,Arrakis,4.0,"(0.04705882352941178, 0.043625535921541995)"
BNCPE,Arrakis,5.0,"(0.04672897196261682, 0.046367084641970036)"
BNCPE,Arrakis,6.0,"(0.047619047619047616, 0.04175557592623495)"
BNCPE,Arrakis,7.0,"(0.04761904761904763, 0.05845077869651125)"
BNCPE,Arrakis,8.0,"(0.0449438202247191, 0.041413518780240244)"
BNCPE,Arrakis,9.0,"(0.049999999999999996, 0.05210361434070875)"
BNCPE,Arrakis,10.0,"(0.045045045045045036, 0.05095737474906809)"
BNCPE,Arrakis,11.0,"(0.04999999999999999, 0.06205851549963245)"
BNCPE,Arrakis,12.0,"(0.05263157894736843, 0.058110567583990816)"
BNCPE,Asgard,1.0,"(0.046511627906976744, 0.049134087844157764)"
BNCPE,Asgard,2.0,"(0.05, 0.04956630389153325)"
BNCPE,Asgard,3.0,"(0.04545454545454545, 0.045280105683089863)"
BNCPE,Asgard,4.0,"(0.05, 0.04414951010898688)"
BNCPE,Asgard,5.0,"(0.05333333333333333, 0.05279766630315918)"
BNCPE,Asgard,6.0,"(0.04819277108433735, 0.04111396985109835)"
BNCPE,Asgard,7.0,"(0.045454545454545456, 0.05205315683697315)"
BNCPE,Asgard,8.0,"(0.04716981132075472, 0.053523640568268756)"
BNCPE,Asgard,9.0,"(0.04716981132075472, 0.047847327268989444)"
BNCPE,Asgard,10.0,"(0.0449438202247191, 0.04377188995720317)"
BNCPE,Asgard,11.0,"(0.05, 0.05029477816798706)"
BNCPE,Asgard,12.0,"(0.056338028169014086, 0.05791444899753377)"
BNCPE,Atlantis,1.0,"(0.04651162790697676, 0.02512571005553322)"
BNCPE,Atlantis,2.0,"(0.05, 0.022765273820405364)"
BNCPE,Atlantis,3.0,"(0.046153846153846156, 0.021178654138052786)"
BNCPE,Atlantis,4.0,"(0.05263157894736843, 0.021057522520508232)"
BNCPE,Atlantis,5.0,"(0.05333333333333334, 0.022433105980961567)"
BNCPE,Atlantis,6.0,"(0.050632911392405056, 0.024732532980987224)"
BNCPE,Atlantis,7.0,"(0.044444444444444446, 0.016759761238046973)"
BNCPE,Atlantis,8.0,"(0.045045045045045036, 0.01934089956814915)"
BNCPE,Atlantis,9.0,"(0.04716981132075473, 0.017108956368488894)"
BNCPE,Atlantis,10.0,"(0.045454545454545456, 0.016610104493478963)"
BNCPE,Atlantis,11.0,"(0.047619047619047616, 0.021405733941555198)"
BNCPE,Atlantis,12.0,"(0.059523809523809534, 0.0327589856563846)"
BNCPE,Beleria,1.0,"(0.044444444444444446, 0.0973409795938179)"
BNCPE,Beleria,3.0,"(0.047619047619047616, 0.08364456989166262)"
BNCPE,Beleria,4.0,"(0.05128205128205127, 0.10867261674198579)"
BNCPE,Beleria,5.0,"(0.05405405405405405, 0.11647157913175565)"
BNCPE,Beleria,6.0,"(0.048780487804878044, 0.08978256010114304)"
BNCPE,Beleria,7.0,"(0.045454545454545456, 0.1047077009843445)"
BNCPE,Beleria,9.0,"(0.047619047619047616, 0.08151270461094182)"
BNCPE,Beleria,10.0,"(0.045454545454545456, 0.10022256894646818)"
BNCPE,Beleria,12.0,"(0.05660377358490567, 0.11190034794495715)"
BNCPE,Braavos,1.0,"(0.05882352941176472, 0.03553378909292124)"
BNCPE,Braavos,2.0,"(0.05714285714285714, 0.032815310071363034)"
BNCPE,Braavos,3.0,"(0.04918032786885246, 0.03453327660345729)"
BNCPE,Braavos,4.0,"(0.05263157894736842, 0.029651380629078003)"
BNCPE,Braavos,5.0,"(0.05797101449275364, 0.03322824878077358)"
BNCPE,Braavos,6.0,"(0.04938271604938273, 0.025224628064944025)"
BNCPE,Braavos,7.0,"(0.04938271604938271, 0.028347771419829818)"
BNCPE,Braavos,8.0,"(0.05747126436781609, 0.04349028120773372)"
BNCPE,Braavos,9.0,"(0.053763440860215055, 0.034338807793683604)"
BNCPE,Braavos,10.0,"(0.048543689320388335, 0.029962337007831633)"
BNCPE,Braavos,11.0,"(0.052083333333333336, 0.0322145936564736)"
BNCPE,Braavos,12.0,"(0.053191489361702135, 0.028485506262546163)"
BNCPE,Coruscant,1.0,"(0.04761904761904761, 0.05481717714081495)"
BNCPE,Coruscant,2.0,"(0.05, 0.04085729919262136)"
BNCPE,Coruscant,3.0,"(0.04597701149425287, 0.04164521024959177)"
BNCPE,Coruscant,4.0,"(0.04938271604938271, 0.048433165078100235)"
BNCPE,Coruscant,5.0,"(0.05194805194805196, 0.04551809838954165)"
BNCPE,Coruscant,6.0,"(0.05, 0.038611374179795814)"
BNCPE,Coruscant,7.0,"(0.044444444444444446, 0.03334076246972377)"
BNCPE,Coruscant,8.0,"(0.047058823529411764, 0.039110163077577025)"
BNCPE,Coruscant,9.0,"(0.047058823529411764, 0.03789483031950441)"
BNCPE,Coruscant,10.0,"(0.046728971962616814, 0.03744765188179746)"
BNCPE,Coruscant,11.0,"(0.04807692307692308, 0.037085855189766405)"
BNCPE,Coruscant,12.0,"(0.052083333333333336, 0.05890196901292639)"
BNCPE,Dorne,1.0,"(0.04545454545454545, 0.06370601716036098)"
BNCPE,Dorne,2.0,"(0.05, 0.0753739458524801)"
BNCPE,Dorne,3.0,"(0.04545454545454545, 0.06633901776204146)"
BNCPE,Dorne,4.0,"(0.05128205128205128, 0.08119146503894864)"
BNCPE,Dorne,5.0,"(0.04545454545454544, 0.10564293226399651)"
BNCPE,Dorne,6.0,"(0.04651162790697674, 0.07649506211242905)"
BNCPE,Dorne,7.0,"(0.043478260869565216, 0.0758418490063457)"
BNCPE,Dorne,8.0,"(0.05, 0.0853331630576243)"
BNCPE,Dorne,9.0,"(0.045454545454545456, 0.06454928816756084)"
BNCPE,Dorne,10.0,"(0.045454545454545456, 0.07520343456039548)"
BNCPE,Dorne,11.0,"(0.04878048780487805, 0.07412170072893653)"
BNCPE,Dorne,12.0,"(0.04347826086956521, 0.04778560584166759)"
BNCPE,Essos,1.0,"(0.046875, 0.06203445389827557)"
BNCPE,Essos,2.0,"(0.05, 0.06767691483847872)"
BNCPE,Essos,3.0,"(0.04838709677419355, 0.07563385614215362)"
BNCPE,Essos,4.0,"(0.049999999999999996, 0.06800371506421736)"
BNCPE,Essos,5.0,"(0.047619047619047616, 0.07106627759358831)"
BNCPE,Essos,7.0,"(0.044444444444444446, 0.06932083342980913)"
BNCPE,Essos,8.0,"(0.04545454545454544, 0.06673559644095123)"
BNCPE,Essos,9.0,"(0.04878048780487806, 0.07282964374812215)"
BNCPE,Essos,10.0,"(0.045454545454545456, 0.06679922688965494)"
BNCPE,Essos,11.0,"(0.046153846153846156, 0.06656850203939453)"
BNCPE,Essos,12.0,"(0.055555555555555566, 0.0746689349368509)"
BNCPE,Fangorn,1.0,"(0.05263157894736842, 0.06821100746671757)"
BNCPE,Fangorn,2.0,"(0.05263157894736842, 0.07970092669422645)"
BNCPE,Fangorn,3.0,"(0.046511627906976744, 0.07061712488494852)"
BNCPE,Fangorn,4.0,"(0.045454545454545456, 0.08738407253853216)"
BNCPE,Fangorn,5.0,"(0.05128205128205128, 0.07936188300594552)"
BNCPE,Fangorn,6.0,"(0.05128205128205128, 0.08327958012772786)"
BNCPE,Fangorn,7.0,"(0.04444444444444444, 0.08351182985765734)"
BNCPE,Fangorn,8.0,"(0.046153846153846156, 0.05550579557299979)"
BNCPE,Fangorn,9.0,"(0.046875, 0.06970587946008602)"
BNCPE,Fangorn,10.0,"(0.057692307692307696, 0.09212576023634407)"
BNCPE,Fangorn,11.0,"(0.046875, 0.058064939461212946)"
BNCPE,Fangorn,12.0,"(0.046511627906976744, 0.07144561187801414)"
BNCPE,Ferelden,1.0,"(0.04545454545454545, 0.09775947518250717)"
BNCPE,Ferelden,2.0,"(0.05128205128205128, 0.08935269801944529)"
BNCPE,Ferelden,3.0,"(0.04651162790697676, 0.08048191324516667)"
BNCPE,Ferelden,4.0,"(0.047619047619047616, 0.06809003706001325)"
BNCPE,Ferelden,6.0,"(0.047619047619047616, 0.05579006056911842)"
BNCPE,Ferelden,7.0,"(0.046153846153846156, 0.060992612187378795)"
BNCPE,Ferelden,8.0,"(0.045454545454545456, 0.07951017511907375)"
BNCPE,Ferelden,9.0,"(0.048780487804878044, 0.07124468411163003)"
BNCPE,Ferelden,10.0,"(0.044444444444444446, 0.08902454518546639)"
BNCPE,Ferelden,11.0,"(0.045454545454545456, 0.06545507386526125)"
BNCPE,Ferelden,12.0,"(0.06451612903225806, 0.10165921075460993)"
BNCPE,Gallifrey,1.0,"(0.046875, 0.04179040681384455)"
BNCPE,Gallifrey,2.0,"(0.05, 0.042797021386737355)"
BNCPE,Gallifrey,3.0,"(0.046875, 0.034839994890341175)"
BNCPE,Gallifrey,4.0,"(0.04938271604938271, 0.044574742938442345)"
BNCPE,Gallifrey,5.0,"(0.05000000000000001, 0.03822911735442276)"
BNCPE,Gallifrey,6.0,"(0.04878048780487805, 0.032698442257881453)"
BNCPE,Gallifrey,7.0,"(0.04477611940298508, 0.043818919888655335)"
BNCPE,Gallifrey,8.0,"(0.04687499999999999, 0.03282219615041348)"
BNCPE,Gallifrey,9.0,"(0.04819277108433735, 0.04240384725962651)"
BNCPE,Gallifrey,10.0,"(0.04819277108433735, 0.04154698724448024)"
BNCPE,Gallifrey,11.0,"(0.04761904761904761, 0.042532883537099546)"
BNCPE,Gallifrey,12.0,"(0.05063291139240506, 0.06762996910971836)"
BNCPE,Gondor,1.0,"(0.04999999999999999, 0.050820164874910104)"
BNCPE,Gondor,3.0,"(0.043478260869565216, 0.06510046057831652)"
BNCPE,Gondor,4.0,"(0.049999999999999996, 0.052617486228403926)"
BNCPE,Gondor,5.0,"(0.05, 0.08390688742018357)"
BNCPE,Gondor,6.0,"(0.047619047619047616, 0.040732194806631435)"
BNCPE,Gondor,7.0,"(0.047619047619047616, 0.046227979583972026)"
BNCPE,Gondor,8.0,"(0.045454545454545456, 0.040235361804582696)"
BNCPE,Gondor,9.0,"(0.046511627906976744, 0.06983399970124608)"
BNCPE,Gondor,10.0,"(0.04545454545454545, 0.04763838018318199)"
BNCPE,Gondor,11.0,"(0.047619047619047616, 0.0574548110196057)"
BNCPE,Gondor,12.0,"(0.05555555555555555, 0.06191042305134301)"
BNCPE,Hogwarts,1.0,"(0.046511627906976744, 0.03686156787280992)"
BNCPE,Hogwarts,2.0,"(0.05, 0.032885716413192156)"
BNCPE,Hogwarts,3.0,"(0.045454545454545456, 0.03546966208368484)"
BNCPE,Hogwarts,4.0,"(0.04878048780487806, 0.0440540080176111)"
BNCPE,Hogwarts,5.0,"(0.051724137931034475, 0.0389917409666183)"
BNCPE,Hogwarts,6.0,"(0.048192771084337345, 0.03714489263663987)"
BNCPE,Hogwarts,7.0,"(0.046296296296296294, 0.04139756061187712)"
BNCPE,Hogwarts,8.0,"(0.046296296296296294, 0.043146231178140315)"
BNCPE,Hogwarts,9.0,"(0.047058823529411764, 0.04448130176132852)"
BNCPE,Hogwarts,10.0,"(0.044943820224719114, 0.04777879111318807)"
BNCPE,Hogwarts,11.0,"(0.04950495049504952, 0.04400613112591905)"
BNCPE,Hogwarts,12.0,"(0.047619047619047616, 0.04079352511777393)"
BNCPE,Latveria,1.0,"(0.046511627906976744, 0.034952838323937564)"
BNCPE,Latveria,2.0,"(0.05063291139240506, 0.022722780991932444)"
BNCPE,Latveria,3.0,"(0.04819277108433735, 0.024263646715334274)"
BNCPE,Latveria,4.0,"(0.05128205128205128, 0.03309273858351528)"
BNCPE,Latveria,5.0,"(0.04761904761904761, 0.023109318444418322)"
BNCPE,Latveria,6.0,"(0.04938271604938271, 0.024988748484344292)"
BNCPE,Latveria,7.0,"(0.044444444444444446, 0.028559571564465244)"
BNCPE,Latveria,8.0,"(0.05454545454545454, 0.05864110147044895)"
BNCPE,Latveria,9.0,"(0.04716981132075472, 0.021908224968211057)"
BNCPE,Latveria,10.0,"(0.045871559633027525, 0.020381055983240227)"
BNCPE,Latveria,11.0,"(0.046296296296296294, 0.026330823490081586)"
BNCPE,Latveria,12.0,"(0.056179775280898875, 0.05041102582557014)"
BNCPE,Narnia,1.0,"(0.046511627906976744, 0.04278559328848567)"
BNCPE,Narnia,2.0,"(0.049999999999999996, 0.03573874638282527)"
BNCPE,Narnia,3.0,"(0.046511627906976744, 0.03892385194896295)"
BNCPE,Narnia,4.0,"(0.05000000000000001, 0.03105600170225565)"
BNCPE,Narnia,5.0,"(0.050632911392405056, 0.04215088440802911)"
BNCPE,Narnia,6.0,"(0.047619047619047616, 0.03176476507029832)"
BNCPE,Narnia,7.0,"(0.04504504504504505, 0.03353647988584834)"
BNCPE,Narnia,8.0,"(0.04651162790697674, 0.030038932135010736)"
BNCPE,Narnia,9.0,"(0.04716981132075472, 0.027753816876691026)"
